Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person,Product ID,Category,Age of Customer,Purchase Frequency (Monthly),Preferred Payment Method,Return History,Customer Loyalty Score,Active Promotional Campaign,Nombre del producto
43,0,1.1,male,478,1.8,Nike,-0.66,1568,No,spring,mountains,0.05,P09121,Furniture,52.0,18.0,Card,3.0,9.52,Yes,Pro Nike Sofa
32,2,1.1,male,3117,5.0,Apple,-0.38,2208,Yes,spring,mountains,0.98,P09122,Clothing,23.0,15.0,Card,9.0,4.82,Yes,Pro Apple Cap
28,13,4.7,non-binary,4531,4.6,Nike,-0.03,4970,Yes,monsoon,coastal,0.57,P09123,Beauty,43.0,8.0,Card,5.0,4.52,No,Eco Nike Perfume
6,7,2.4,non-binary,4691,3.2,Samsung,0.34,2965,Yes,summer,mountains,0.97,P09124,Clothing,24.0,5.0,Online,6.0,9.0,Yes,Luxury Samsung Jacket
17,13,3.8,female,3635,1.8,Nike,0.49,464,Yes,summer,coastal,0.93,P09125,Electronics,40.0,4.0,Card,6.0,7.89,No,Mega Nike Smartwatch
16,19,3.1,male,884,3.6,Lee,-0.68,4424,No,monsoon,coastal,0.05,P09126,Furniture,56.0,18.0,Cash,4.0,1.5,Yes,Mega Lee Chair
43,7,3.1,female,977,4.8,Nike,-0.2,128,Yes,winter,mountains,0.79,P09127,Food,67.0,1.0,Online,6.0,8.2,Yes,Ultra Nike Cereal
17,8,1.7,non-binary,4977,2.0,PUMA,0.23,1581,Yes,summer,urban,0.97,P09128,Beauty,41.0,12.0,Cash,3.0,6.42,Yes,Smart PUMA Shampoo
29,17,1.9,female,3293,2.8,Sony,0.7,1809,No,monsoon,plains,0.57,P09129,Electronics,42.0,19.0,Cash,5.0,4.03,Yes,Luxury Sony Tablet
19,0,4.3,non-binary,752,1.1,Lee,0.62,1590,Yes,summer,mountains,0.87,P09130,Food,42.0,8.0,Online,2.0,6.22,No,Eco Lee Snack
12,14,2.3,male,4754,2.4,Nike,0.91,4183,Yes,monsoon,mountains,0.39,P09131,Electronics,20.0,3.0,Online,0.0,2.51,No,Super Nike Laptop
49,7,2.7,non-binary,3991,1.0,PUMA,-0.14,4770,Yes,spring,urban,0.32,P09132,Clothing,69.0,7.0,Card,2.0,5.2,No,Mega PUMA Jeans
44,11,2.3,female,4044,4.2,Apple,0.39,3020,No,winter,urban,0.45,P09133,Health,38.0,6.0,Online,8.0,5.24,Yes,Eco Apple Bandage
44,14,2.3,female,2139,1.4,Lee,0.53,2055,Yes,spring,plains,0.21,P09134,Health,33.0,19.0,Card,0.0,3.2,Yes,Pro Lee Vitamin
46,11,2.1,female,1274,2.5,Lee,0.78,455,Yes,summer,plains,0.68,P09135,Clothing,30.0,9.0,Online,8.0,5.49,No,Ultra Lee Cap
28,18,4.9,female,2340,2.5,PUMA,0.14,2821,Yes,summer,mountains,0.52,P09136,Food,68.0,10.0,Online,1.0,6.11,No,Pro PUMA Cereal
31,6,3.0,non-binary,3279,4.9,Lee,0.6,949,Yes,spring,plains,0.11,P09137,Furniture,54.0,5.0,Card,2.0,1.08,Yes,Luxury Lee Bed
35,13,2.5,male,1681,4.2,Adidas,0.55,3738,Yes,winter,mountains,0.41,P09138,Sports,54.0,18.0,Online,2.0,3.13,No,Ultra Adidas Gloves
4,1,4.3,non-binary,4240,2.2,Sony,-0.07,923,Yes,winter,plains,0.69,P09139,Sports,19.0,6.0,Card,1.0,5.78,No,Pro Sony Racket
1,3,1.7,male,2949,2.6,Adidas,0.8,1260,Yes,summer,plains,0.15,P09140,Clothing,54.0,7.0,Online,6.0,2.48,No,Pro Adidas Jeans
15,6,4.3,female,2241,1.0,Nike,-0.11,1969,Yes,summer,coastal,0.7,P09141,Furniture,59.0,18.0,Card,3.0,7.2,No,Mega Nike Bed
29,10,1.4,non-binary,4176,3.3,Apple,-0.6,1958,Yes,monsoon,coastal,0.46,P09142,Health,34.0,7.0,Online,8.0,7.24,No,Eco Apple Mask
11,16,4.5,male,1394,3.2,Lee,0.11,1550,No,spring,urban,0.31,P09143,Sports,65.0,6.0,Online,3.0,4.2,No,Luxury Lee Bicycle
10,3,4.3,male,1507,2.5,PUMA,0.45,3149,No,summer,urban,0.02,P09144,Clothing,47.0,10.0,Online,0.0,5.1,Yes,Mega PUMA Jacket
47,6,1.2,non-binary,337,1.7,Apple,-0.14,1248,No,monsoon,mountains,0.06,P09145,Beauty,32.0,10.0,Card,7.0,9.61,No,Super Apple Shampoo
14,9,2.2,non-binary,3855,3.9,Apple,-0.51,3020,Yes,spring,mountains,0.5,P09146,Beauty,36.0,8.0,Card,3.0,5.26,Yes,Luxury Apple Shampoo
13,15,4.3,female,783,1.9,Apple,-0.99,4633,No,summer,plains,0.89,P09147,Electronics,60.0,16.0,Card,9.0,6.44,No,Mega Apple Phone
3,11,3.8,non-binary,3073,1.6,Lee,-0.79,2516,Yes,summer,mountains,0.16,P09148,Health,30.0,2.0,Cash,8.0,8.44,Yes,Mega Lee Vitamin
35,18,4.0,female,868,4.6,Lee,-0.47,1827,Yes,spring,mountains,0.12,P09149,Health,46.0,16.0,Cash,2.0,3.3,Yes,Super Lee Medicine
10,4,4.5,non-binary,4401,1.8,PUMA,-0.95,1264,No,monsoon,urban,0.18,P09150,Health,59.0,10.0,Online,1.0,9.0,Yes,Pro PUMA Bandage
27,14,4.7,non-binary,3195,1.4,Adidas,0.24,2819,No,spring,urban,0.53,P09151,Sports,23.0,14.0,Card,7.0,8.82,Yes,Pro Adidas Gloves
1,17,3.4,male,490,1.3,Nike,0.47,768,Yes,summer,urban,0.29,P09152,Beauty,36.0,4.0,Online,4.0,2.95,Yes,Mega Nike Shampoo
18,18,3.6,female,4830,4.0,Samsung,-0.81,1618,No,spring,plains,0.33,P09153,Clothing,69.0,5.0,Card,5.0,6.77,No,Mega Samsung Cap
5,6,1.6,male,1856,4.4,Adidas,-0.26,4515,Yes,spring,coastal,0.07,P09154,Furniture,35.0,8.0,Card,1.0,4.05,No,Luxury Adidas Chair
20,19,1.9,non-binary,2429,4.4,Apple,0.26,4113,Yes,summer,urban,0.57,P09155,Health,45.0,9.0,Cash,2.0,2.95,No,Super Apple Bandage
47,16,3.3,male,4061,1.9,Nike,-0.01,2038,Yes,monsoon,coastal,0.72,P09156,Beauty,32.0,13.0,Cash,9.0,8.17,Yes,Pro Nike Shampoo
28,19,2.7,female,3647,2.8,Lee,0.22,2555,No,summer,plains,0.78,P09157,Clothing,45.0,7.0,Cash,6.0,8.49,No,Eco Lee Sneakers
0,7,4.6,non-binary,2046,4.5,PUMA,1.0,3904,Yes,winter,coastal,0.83,P09158,Furniture,55.0,18.0,Cash,6.0,5.77,Yes,Super PUMA Bed
14,4,4.5,non-binary,4971,1.8,Adidas,-0.78,2744,No,summer,urban,0.27,P09159,Furniture,21.0,6.0,Cash,3.0,8.29,Yes,Mega Adidas Table
6,3,1.0,female,3221,3.1,PUMA,0.97,3471,No,spring,mountains,0.44,P09160,Furniture,56.0,11.0,Online,2.0,4.19,No,Eco PUMA Table
36,10,3.3,female,3079,4.6,Samsung,-0.47,3952,Yes,winter,plains,0.84,P09161,Clothing,20.0,6.0,Online,5.0,1.23,Yes,Luxury Samsung Cap
25,8,3.3,male,651,2.1,Apple,0.15,2908,No,monsoon,coastal,0.78,P09162,Clothing,67.0,10.0,Cash,0.0,6.38,Yes,Mega Apple Sneakers
25,15,2.5,male,1788,2.4,Sony,-0.45,516,No,monsoon,urban,0.35,P09163,Sports,23.0,7.0,Card,9.0,8.1,No,Ultra Sony Racket
25,4,2.9,male,718,4.8,Lee,0.66,3002,Yes,summer,mountains,0.37,P09164,Furniture,43.0,7.0,Cash,9.0,3.31,Yes,Mega Lee Chair
4,13,4.2,female,2080,3.4,Apple,0.5,2741,Yes,summer,urban,0.39,P09165,Health,24.0,12.0,Online,8.0,1.47,No,Smart Apple Mask
38,1,2.8,non-binary,3046,3.7,Lee,-0.43,2761,No,monsoon,coastal,0.01,P09166,Food,58.0,6.0,Online,3.0,0.87,Yes,Smart Lee Juice
38,7,3.4,male,2635,3.0,Samsung,-0.84,4705,Yes,winter,urban,0.16,P09167,Furniture,66.0,5.0,Cash,6.0,2.28,No,Pro Samsung Bed
48,10,3.4,female,2252,3.5,PUMA,0.47,1723,Yes,monsoon,plains,0.78,P09168,Electronics,28.0,7.0,Cash,3.0,6.73,Yes,Super PUMA Phone
9,13,3.4,female,4363,3.3,Sony,0.19,418,Yes,summer,coastal,0.29,P09169,Furniture,55.0,10.0,Cash,1.0,4.62,Yes,Ultra Sony Chair
39,2,3.7,male,3003,4.0,PUMA,0.25,3687,Yes,monsoon,coastal,0.29,P09170,Sports,58.0,1.0,Card,1.0,9.82,No,Smart PUMA Gloves
17,10,2.7,non-binary,598,4.6,Samsung,-0.75,4338,No,winter,plains,0.46,P09171,Electronics,45.0,10.0,Card,9.0,8.87,No,Mega Samsung Tablet
39,10,2.9,male,897,4.4,PUMA,0.56,3731,Yes,summer,coastal,0.33,P09172,Health,25.0,2.0,Card,8.0,2.65,No,Super PUMA Bandage
29,11,2.2,female,3175,1.9,Lee,-0.56,3482,Yes,monsoon,mountains,0.99,P09173,Beauty,41.0,14.0,Card,4.0,1.96,Yes,Mega Lee Shampoo
2,11,3.8,male,1040,4.0,Nike,0.32,2993,Yes,monsoon,plains,0.11,P09174,Sports,44.0,19.0,Online,0.0,0.06,Yes,Eco Nike Gloves
36,9,1.3,non-binary,3090,3.8,PUMA,-0.55,4245,No,spring,urban,0.76,P09175,Sports,19.0,15.0,Card,4.0,9.23,Yes,Smart PUMA Racket
8,15,3.9,male,620,3.7,Adidas,0.67,3615,Yes,monsoon,plains,0.92,P09176,Health,57.0,8.0,Online,8.0,2.83,No,Pro Adidas Vitamin
13,10,2.8,male,4696,4.1,Lee,-0.22,3191,Yes,monsoon,mountains,0.26,P09177,Furniture,43.0,19.0,Online,4.0,3.99,No,Pro Lee Sofa
24,12,3.8,non-binary,555,2.0,Sony,-0.57,1401,Yes,summer,urban,0.05,P09178,Clothing,19.0,7.0,Cash,2.0,3.49,No,Super Sony T-Shirt
48,7,1.6,female,2367,1.2,Lee,0.94,403,No,spring,mountains,0.13,P09179,Clothing,21.0,16.0,Cash,0.0,7.95,Yes,Pro Lee Sneakers
28,9,2.8,non-binary,3416,3.7,Apple,-0.92,3484,Yes,summer,plains,0.92,P09180,Sports,41.0,15.0,Cash,5.0,4.95,Yes,Mega Apple Ball
22,4,3.7,male,4677,2.6,Nike,-0.06,885,No,monsoon,coastal,0.62,P09181,Sports,32.0,14.0,Cash,2.0,3.5,No,Smart Nike Shoes
43,17,1.4,male,4322,3.4,Adidas,0.09,4651,No,spring,mountains,0.64,P09182,Electronics,59.0,19.0,Cash,2.0,3.11,Yes,Eco Adidas Headphones
30,5,2.7,non-binary,4334,2.3,Nike,0.47,549,Yes,winter,coastal,0.92,P09183,Furniture,26.0,3.0,Card,8.0,2.34,No,Mega Nike Sofa
46,9,1.2,non-binary,2534,1.7,Adidas,-0.05,3940,Yes,monsoon,mountains,0.55,P09184,Health,59.0,15.0,Online,7.0,3.36,No,Ultra Adidas Mask
24,7,2.2,male,2467,3.3,Nike,0.66,760,Yes,summer,urban,0.72,P09185,Health,59.0,4.0,Card,1.0,2.7,Yes,Smart Nike Mask
19,15,2.6,female,206,4.1,Nike,0.89,3394,Yes,summer,plains,0.42,P09186,Sports,31.0,15.0,Online,2.0,4.1,Yes,Mega Nike Racket
0,8,4.5,female,3238,4.6,Sony,-0.5,1047,No,spring,plains,0.58,P09187,Electronics,62.0,18.0,Online,4.0,7.4,Yes,Smart Sony Phone
26,9,2.7,male,996,4.8,Sony,-0.93,4376,No,spring,plains,0.81,P09188,Clothing,25.0,18.0,Cash,1.0,7.64,No,Luxury Sony Jeans
17,2,3.9,non-binary,1764,4.3,Adidas,0.24,4757,Yes,summer,plains,0.4,P09189,Food,52.0,11.0,Card,9.0,1.83,Yes,Pro Adidas Meal
43,0,1.7,male,2806,3.1,Adidas,0.16,430,No,winter,coastal,0.32,P09190,Furniture,28.0,15.0,Card,4.0,8.01,Yes,Eco Adidas Sofa
44,18,4.7,male,4231,4.4,Samsung,-0.77,238,Yes,spring,mountains,0.04,P09191,Food,20.0,3.0,Online,2.0,3.35,No,Ultra Samsung Meal
32,17,2.3,male,3541,4.4,Lee,0.31,3037,No,winter,coastal,0.39,P09192,Health,66.0,15.0,Card,8.0,5.2,No,Luxury Lee Mask
12,9,1.5,male,2141,4.7,Apple,0.24,1041,Yes,monsoon,plains,0.35,P09193,Sports,18.0,19.0,Online,9.0,9.61,Yes,Eco Apple Shoes
39,13,1.6,male,889,4.4,Apple,-0.33,2802,No,winter,mountains,0.93,P09194,Food,47.0,16.0,Card,3.0,2.19,Yes,Super Apple Cereal
44,11,4.5,non-binary,2557,3.9,Samsung,-0.25,169,No,spring,urban,0.92,P09195,Furniture,24.0,1.0,Online,1.0,9.34,Yes,Mega Samsung Chair
32,7,1.7,male,659,2.3,Adidas,-0.59,3214,Yes,monsoon,plains,0.24,P09196,Food,54.0,9.0,Card,8.0,4.42,Yes,Pro Adidas Snack
20,10,3.3,female,263,3.1,PUMA,0.16,1163,Yes,spring,urban,0.67,P09197,Clothing,42.0,11.0,Online,1.0,0.65,No,Super PUMA Jacket
45,3,4.9,non-binary,2686,2.0,Adidas,0.16,4762,No,spring,mountains,0.09,P09198,Furniture,43.0,9.0,Online,0.0,5.62,Yes,Luxury Adidas Bed
25,10,3.7,non-binary,1038,1.6,Lee,0.75,1038,Yes,monsoon,plains,0.61,P09199,Beauty,47.0,13.0,Card,8.0,3.45,No,Smart Lee Lipstick
21,1,2.2,female,1765,2.8,Sony,0.89,3282,No,monsoon,plains,0.8,P09200,Furniture,67.0,3.0,Card,1.0,4.38,No,Ultra Sony Bed
22,4,2.3,female,2795,3.9,Apple,0.19,4416,Yes,summer,coastal,0.62,P09201,Health,24.0,9.0,Online,9.0,0.78,Yes,Luxury Apple Bandage
30,11,4.8,male,3163,3.8,Adidas,0.37,1512,Yes,winter,plains,0.98,P09202,Beauty,23.0,5.0,Cash,3.0,2.11,Yes,Mega Adidas Cream
24,1,3.4,female,4491,3.9,Nike,0.51,3054,No,monsoon,coastal,0.9,P09203,Beauty,53.0,8.0,Card,7.0,8.5,No,Mega Nike Perfume
43,5,4.3,female,2966,4.1,Sony,-0.43,4498,No,spring,plains,0.02,P09204,Clothing,41.0,1.0,Cash,1.0,5.14,Yes,Smart Sony Sneakers
10,1,1.8,non-binary,3812,3.9,Lee,-0.3,3632,Yes,winter,coastal,0.46,P09205,Health,68.0,13.0,Cash,5.0,9.27,Yes,Pro Lee Supplements
0,4,1.1,male,1778,4.9,Apple,0.45,2869,Yes,summer,coastal,0.15,P09206,Health,31.0,7.0,Cash,2.0,7.52,No,Ultra Apple Bandage
25,2,2.9,male,4981,1.3,Sony,0.44,1884,No,winter,mountains,0.36,P09207,Beauty,24.0,2.0,Cash,5.0,5.85,No,Ultra Sony Lipstick
29,9,1.2,female,4103,1.9,Adidas,0.31,227,Yes,winter,plains,0.84,P09208,Food,23.0,7.0,Online,4.0,5.7,No,Pro Adidas Juice
31,5,1.6,female,4762,2.2,Nike,-0.8,2594,Yes,summer,plains,0.28,P09209,Beauty,20.0,9.0,Cash,3.0,1.48,No,Smart Nike Cream
5,9,2.8,female,3958,1.1,Samsung,0.02,3653,Yes,winter,coastal,0.42,P09210,Electronics,49.0,15.0,Cash,1.0,9.86,No,Pro Samsung Phone
7,2,4.5,male,4253,2.6,Sony,0.98,4464,No,winter,urban,0.31,P09211,Health,42.0,16.0,Cash,5.0,2.3,Yes,Luxury Sony Vitamin
38,13,1.2,female,4943,4.3,Nike,0.41,533,Yes,spring,plains,0.45,P09212,Beauty,63.0,5.0,Cash,2.0,2.5,No,Mega Nike Cream
23,9,1.7,male,2529,4.8,Lee,0.77,2815,No,monsoon,coastal,0.81,P09213,Electronics,56.0,2.0,Online,0.0,9.59,No,Pro Lee Tablet
48,4,1.2,non-binary,1606,2.9,Sony,0.12,2559,No,winter,urban,0.95,P09214,Beauty,33.0,4.0,Cash,8.0,4.31,Yes,Luxury Sony Perfume
5,15,2.3,non-binary,4755,4.6,Adidas,0.1,1647,Yes,winter,plains,0.89,P09215,Sports,58.0,1.0,Card,6.0,8.19,No,Ultra Adidas Bicycle
42,1,1.7,female,3008,3.2,PUMA,0.57,3030,No,winter,urban,0.44,P09216,Clothing,32.0,10.0,Card,8.0,8.13,No,Luxury PUMA Cap
9,7,1.6,non-binary,326,1.4,Lee,-0.69,1628,Yes,summer,mountains,0.37,P09217,Electronics,45.0,4.0,Card,1.0,9.32,No,Ultra Lee Tablet
11,6,2.7,male,3769,1.3,PUMA,-0.3,410,No,summer,coastal,0.34,P09218,Beauty,67.0,19.0,Card,6.0,9.68,No,Smart PUMA Shampoo
32,18,2.1,female,4084,3.4,Nike,-0.54,4587,No,winter,coastal,0.99,P09219,Beauty,63.0,18.0,Online,7.0,3.99,Yes,Mega Nike Cream
44,12,3.6,female,3860,4.9,Lee,-0.0,212,Yes,summer,mountains,0.93,P09220,Food,58.0,10.0,Cash,9.0,1.87,Yes,Luxury Lee Candy
19,1,4.7,female,3835,2.0,Lee,-0.47,3814,No,summer,mountains,0.91,P09221,Health,51.0,16.0,Cash,1.0,4.99,Yes,Luxury Lee Bandage
6,7,3.5,male,4813,4.1,PUMA,0.49,556,Yes,summer,plains,0.49,P09222,Electronics,29.0,8.0,Cash,2.0,7.76,No,Smart PUMA Laptop
39,4,3.9,non-binary,424,4.6,Lee,0.64,4064,Yes,summer,mountains,0.27,P09223,Food,29.0,19.0,Online,6.0,3.95,Yes,Mega Lee Cereal
48,11,4.3,male,2986,2.5,Adidas,0.35,821,Yes,winter,coastal,0.63,P09224,Electronics,19.0,2.0,Card,1.0,2.22,No,Pro Adidas Headphones
5,4,4.1,female,3404,3.1,Apple,-0.91,3543,No,spring,urban,0.75,P09225,Beauty,32.0,9.0,Online,5.0,6.05,Yes,Ultra Apple Lotion
44,16,1.9,female,3780,2.0,Nike,0.21,4462,No,spring,mountains,0.9,P09226,Furniture,33.0,19.0,Cash,0.0,2.47,No,Smart Nike Bed
13,9,4.5,male,4502,2.8,Samsung,-0.76,1837,No,summer,urban,0.27,P09227,Sports,19.0,13.0,Card,1.0,1.52,Yes,Eco Samsung Shoes
30,11,1.8,non-binary,110,2.8,Sony,-0.83,1288,No,summer,coastal,0.99,P09228,Clothing,69.0,17.0,Online,3.0,3.12,Yes,Smart Sony Jacket
0,11,4.0,male,3853,1.0,Samsung,0.58,4109,Yes,spring,plains,0.15,P09229,Sports,23.0,6.0,Online,7.0,9.57,No,Eco Samsung Shoes
10,8,3.5,non-binary,432,4.5,PUMA,0.49,2185,No,monsoon,coastal,1.0,P09230,Furniture,42.0,13.0,Card,3.0,4.75,No,Super PUMA Chair
14,3,2.7,non-binary,887,4.7,Nike,-0.79,4721,Yes,winter,plains,0.81,P09231,Beauty,66.0,13.0,Card,1.0,4.31,Yes,Super Nike Lipstick
4,4,1.8,female,2650,2.1,Adidas,0.91,3827,No,winter,urban,0.87,P09232,Clothing,32.0,5.0,Cash,9.0,9.34,Yes,Eco Adidas Jacket
14,8,1.6,male,4801,3.4,Apple,0.71,172,No,summer,mountains,0.1,P09233,Clothing,28.0,7.0,Card,7.0,3.4,No,Super Apple Jacket
15,6,1.9,non-binary,3447,4.9,Samsung,0.06,155,Yes,spring,plains,0.81,P09234,Health,27.0,8.0,Cash,9.0,6.68,No,Mega Samsung Vitamin
39,11,1.2,male,3409,4.5,Nike,-0.66,3672,No,spring,mountains,0.86,P09235,Health,61.0,9.0,Online,7.0,4.73,No,Ultra Nike Supplements
2,16,3.4,non-binary,4441,4.1,Samsung,0.01,1383,No,monsoon,urban,0.21,P09236,Sports,20.0,12.0,Cash,2.0,1.76,No,Smart Samsung Shoes
15,6,4.5,non-binary,4647,3.1,Apple,-0.78,4619,Yes,spring,urban,0.02,P09237,Clothing,26.0,10.0,Cash,7.0,5.55,No,Smart Apple T-Shirt
40,12,1.7,male,4266,3.7,Lee,0.85,1328,No,summer,plains,0.75,P09238,Beauty,69.0,3.0,Cash,0.0,1.62,No,Eco Lee Perfume
22,17,2.1,non-binary,101,2.0,Samsung,0.48,169,Yes,winter,mountains,0.92,P09239,Beauty,47.0,17.0,Cash,6.0,4.67,No,Luxury Samsung Lotion
18,13,4.2,female,3218,1.8,PUMA,0.36,3365,No,winter,plains,0.19,P09240,Health,50.0,8.0,Card,8.0,7.43,Yes,Smart PUMA Supplements
18,4,2.6,female,3846,2.4,Nike,0.41,3747,Yes,summer,coastal,0.72,P09241,Health,30.0,6.0,Card,8.0,7.07,Yes,Eco Nike Vitamin
48,2,4.3,male,3657,3.1,Apple,0.97,1041,Yes,summer,plains,0.79,P09242,Sports,45.0,13.0,Cash,2.0,2.03,No,Smart Apple Shoes
25,18,2.8,male,3429,3.1,Adidas,0.55,517,No,spring,plains,0.1,P09243,Clothing,19.0,4.0,Cash,4.0,6.33,No,Smart Adidas T-Shirt
22,9,1.4,female,2256,1.7,PUMA,-0.03,4860,No,monsoon,plains,0.89,P09244,Beauty,18.0,15.0,Online,2.0,2.11,No,Smart PUMA Cream
2,9,4.7,non-binary,1406,4.3,Nike,0.97,4958,Yes,spring,mountains,0.5,P09245,Electronics,64.0,3.0,Cash,3.0,5.69,Yes,Ultra Nike Phone
13,9,4.3,male,4816,1.4,PUMA,0.58,1978,No,summer,plains,0.45,P09246,Health,32.0,18.0,Online,3.0,5.69,Yes,Smart PUMA Vitamin
2,3,1.4,female,4286,3.7,Nike,0.66,3542,Yes,spring,mountains,0.56,P09247,Food,27.0,15.0,Cash,6.0,1.88,Yes,Mega Nike Snack
39,12,1.9,non-binary,2015,1.6,Lee,-0.8,2785,Yes,summer,mountains,0.59,P09248,Sports,57.0,6.0,Online,1.0,2.28,No,Smart Lee Racket
37,9,3.5,male,3312,1.3,Apple,0.4,163,No,monsoon,urban,0.38,P09249,Health,29.0,8.0,Card,5.0,0.24,Yes,Ultra Apple Vitamin
47,13,2.6,non-binary,3032,1.8,Nike,0.01,3020,Yes,summer,urban,0.42,P09250,Clothing,41.0,19.0,Cash,8.0,1.66,Yes,Luxury Nike Jeans
17,4,1.4,non-binary,1847,4.6,Samsung,0.6,1175,No,summer,mountains,0.37,P09251,Food,24.0,15.0,Cash,2.0,7.13,No,Smart Samsung Juice
39,4,3.0,non-binary,1198,3.2,Adidas,-0.46,546,Yes,summer,urban,0.91,P09252,Beauty,69.0,11.0,Cash,7.0,5.1,Yes,Luxury Adidas Lotion
29,7,4.1,male,4477,4.9,Lee,0.47,2289,No,summer,mountains,0.9,P09253,Furniture,59.0,15.0,Cash,9.0,3.13,Yes,Smart Lee Sofa
15,18,3.9,male,4251,1.6,Sony,0.17,199,No,winter,plains,0.99,P09254,Furniture,30.0,14.0,Card,9.0,4.7,Yes,Ultra Sony Bed
7,18,1.7,female,1979,2.3,Sony,0.3,4295,No,monsoon,coastal,0.96,P09255,Food,44.0,9.0,Cash,7.0,9.48,Yes,Eco Sony Candy
21,4,1.5,female,2524,1.3,Nike,0.8,4489,No,spring,mountains,0.8,P09256,Health,49.0,17.0,Card,2.0,2.03,Yes,Pro Nike Supplements
43,18,2.9,female,2232,1.5,Sony,0.9,864,Yes,winter,plains,0.05,P09257,Sports,68.0,17.0,Cash,9.0,2.51,Yes,Pro Sony Racket
13,7,2.7,male,247,2.8,Apple,0.3,4935,Yes,spring,urban,0.21,P09258,Clothing,53.0,2.0,Card,9.0,9.92,Yes,Eco Apple Jacket
0,18,3.9,non-binary,3431,4.3,Sony,-0.46,319,Yes,spring,mountains,0.1,P09259,Electronics,48.0,14.0,Cash,3.0,2.17,No,Eco Sony Phone
19,7,4.8,non-binary,4690,3.7,Adidas,-0.24,1903,Yes,monsoon,mountains,0.86,P09260,Sports,19.0,2.0,Card,5.0,3.78,No,Ultra Adidas Racket
15,19,2.2,non-binary,2670,4.9,Sony,-0.27,3494,No,summer,coastal,0.15,P09261,Food,55.0,15.0,Online,8.0,3.29,No,Luxury Sony Cereal
38,1,1.3,non-binary,2256,3.9,Nike,0.79,3397,Yes,spring,plains,0.14,P09262,Furniture,27.0,17.0,Online,7.0,7.02,Yes,Ultra Nike Bed
42,7,1.4,female,620,4.2,Nike,0.44,126,No,winter,mountains,0.52,P09263,Furniture,51.0,12.0,Card,7.0,3.97,No,Ultra Nike Table
13,14,3.9,male,3303,1.0,Lee,-0.12,3402,No,winter,mountains,0.31,P09264,Electronics,43.0,5.0,Card,3.0,1.27,Yes,Pro Lee Phone
7,3,4.5,non-binary,1546,3.6,PUMA,0.89,4687,No,monsoon,urban,0.48,P09265,Sports,61.0,16.0,Online,9.0,9.35,No,Ultra PUMA Racket
19,15,1.8,non-binary,4766,1.1,Samsung,0.06,1274,Yes,winter,coastal,0.74,P09266,Beauty,44.0,11.0,Cash,1.0,4.89,Yes,Mega Samsung Shampoo
31,16,4.2,female,568,3.6,Adidas,0.54,3424,No,monsoon,coastal,0.17,P09267,Electronics,38.0,1.0,Online,4.0,0.27,No,Luxury Adidas Headphones
18,7,3.6,female,1774,4.6,Adidas,-0.44,1836,No,winter,mountains,0.38,P09268,Sports,57.0,14.0,Online,7.0,3.02,Yes,Mega Adidas Shoes
46,13,4.2,male,2632,3.5,Samsung,-0.05,3235,Yes,monsoon,coastal,0.65,P09269,Furniture,46.0,18.0,Online,8.0,7.08,No,Pro Samsung Bed
45,1,3.5,non-binary,3916,5.0,PUMA,0.14,1502,Yes,spring,mountains,0.55,P09270,Clothing,36.0,15.0,Online,8.0,6.43,Yes,Pro PUMA Cap
37,13,1.6,non-binary,2573,3.8,Adidas,-0.42,2126,No,winter,coastal,0.47,P09271,Health,55.0,17.0,Card,4.0,2.33,No,Luxury Adidas Supplements
14,6,3.0,male,734,3.4,Nike,-0.68,1688,No,monsoon,plains,0.8,P09272,Sports,46.0,8.0,Card,8.0,0.34,Yes,Mega Nike Gloves
25,10,2.1,male,4113,2.0,Samsung,-0.03,977,No,winter,plains,0.73,P09273,Clothing,26.0,13.0,Cash,6.0,4.31,Yes,Smart Samsung Cap
14,11,4.6,male,4999,1.5,Sony,-0.62,4418,No,monsoon,urban,0.19,P09274,Health,50.0,17.0,Cash,9.0,7.28,No,Pro Sony Supplements
6,11,4.1,non-binary,3094,5.0,Sony,-0.44,853,Yes,monsoon,plains,0.56,P09275,Beauty,27.0,5.0,Online,1.0,4.81,Yes,Luxury Sony Cream
28,1,2.5,male,1409,4.3,Apple,0.91,4987,No,monsoon,plains,0.6,P09276,Health,21.0,4.0,Online,9.0,9.99,No,Smart Apple Bandage
21,12,4.6,female,531,2.5,PUMA,-0.9,4469,Yes,summer,mountains,0.93,P09277,Sports,53.0,17.0,Cash,8.0,2.44,No,Mega PUMA Bicycle
12,9,2.8,female,3277,2.0,Lee,0.33,1191,Yes,spring,mountains,0.66,P09278,Sports,34.0,15.0,Cash,5.0,8.51,No,Smart Lee Shoes
8,3,1.5,male,1483,1.5,Adidas,0.0,3110,No,monsoon,plains,0.06,P09279,Food,38.0,1.0,Cash,7.0,5.19,No,Smart Adidas Candy
17,19,2.4,female,4041,4.4,Samsung,-0.31,4886,No,winter,coastal,0.81,P09280,Food,31.0,18.0,Card,6.0,1.24,No,Pro Samsung Meal
43,7,3.6,non-binary,2530,4.9,PUMA,0.78,3784,Yes,winter,mountains,0.11,P09281,Food,55.0,15.0,Cash,1.0,5.66,No,Super PUMA Juice
